Accession	Name	Description
ARO:3000466	dalbavancin	Dalbavancin is a semisynthetic second-generation lipoglycopeptide derived from teicoplanin. It binds to the D-Ala-D-Ala terminus of peptidoglycan precursors. It is used to treat Gram-positive bacteria and can be used to treat methicillin-resistant Staphylococcus aureus and vancomycin-resistant enterococci.
ARO:3000467	NDM-5	New Delhi beta-lactamase NDM-5.
ARO:3000469	hydroxypropylphosphonic acid epoxidase	The enzyme responsible for the final step of fosfomycin biosynthesis. It converts S-2-hydroxypropylphosphonic acid (S-HPP) into fosfomycin via an oxidative cyclalization reaction. It uses Iron (II) or Zinc (II) as cofactors.
ARO:3000472	determinant of tetracycline resistance	Enzymes, other proteins or other gene products shown clinically to confer resistance to tetracycline antibiotics or tetracycline-like derivatives.
ARO:3000476	tet(31)	Tet31 is a tetracycline efflux pump found in Aeromonas salmonicida, a Gram-negative bacteria. It has also been shown to be expressed in Gallibacterium anatis.
ARO:3000477	determinant of aminocoumarin resistance	Point mutations to DNA topoisomerase enzymes clinically shown to confer resistance to aminocoumarins. In some cases, expression of parY(R), which encodes an aminocoumarin resistant topoisomerase IV, can also confer aminocoumarin resistance.
ARO:3000478	tet(33)	Tet33 is a tetracycline efflux pump found in Gram-positive bacteria, including Arthrobacter and Corynebacterium.
ARO:3000479	aminocoumarin resistant gyrB	Point mutations in DNA gyrase subunit B (gyrB) can result in resistance to aminocoumarins. These mutations usually involve arginine residues in organisms.
ARO:3000480	aminocoumarin resistant parY	Expression of parY(R), which encodes an aminocoumarin resistant topoisomerase IV, can confer aminocoumarin resistance.
ARO:3000481	tet(35)	Tet35 is a tetracycline efflux pump found in the Gram-negative Vibrio and Stenotrophomonas. It is unrelated to other tet resistance genes.
ARO:3000488	telavancin	Telavancin is a semi-synthetic derivative of vancomycin and is a second-generation lipoglycopeptide antibiotic. Telavancin inhibits cell wall synthesis by forming a complex with the D-Ala-D-Ala terminus of peptidoglycan precursors and preventing transglycosylation.
ARO:3000489	sav1866	Sav1866 is a multidrug efflux pump in the Gram-positive Staphylococcus aureus. It is a homolog of the human ABC transporter Mdr1 and pumps out toxic compounds including verapamil, tetraphenylphosphorchloride, and Hoechst 33342.
ARO:3000490	tuberactinomycin	Tuberactinomycins are a family of cyclic peptide antibiotics that are important in the treatment of tuberculosis. Tuberactinomycins contain nonproteinogenic amino acids and inhibit group I self-splicing RNA to disrupt prokaryotic protein synthesis.
ARO:3000491	acrD	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole, and is regulated by baeRS and cpxAR.
ARO:3000492	gene involved in self-resistance to antibiotic	Genes that are involved in conferring self resistance to antibiotic
ARO:3000494	determinant of resistance to glycopeptide antibiotics	Enzymes, other proteins or other gene products shown clinically to confer resistance to glycopeptide antibiotics.
ARO:3000495	ErmD	ErmD confers MLSb phenotype.
ARO:3000496	vanXY	VanXY is a protein with both D,D-carboxypeptidase and D,D-dipeptidase activity, found in Enterococcus gallinarum. It cleaves and removes the terminal D-Ala of peptidoglycan subunits for the incorporation of D-Ser by VanC. D-Ala-D-Ser has low binding affinity with vancomycin.
ARO:3000497	ethambutol	Ethambutol is an antimycobacterial drug prescribed to treat tuberculosis. It is usually given in combination with other tuberculosis drugs, such as isoniazid, rifampicin, and pyrazinamide. Ethambutol inhibits arabinosyl biosynthesis, disrupting mycobacterial cell wall formation.
ARO:3000498	ErmF	ErmF confers the MLSb phenotype.
ARO:3000499	AcrE	AcrE is a membrane fusion protein, similar to AcrA.
ARO:3000500	phosphonoacetaldehyde methyltransfererase	The enzyme responsible for converting phosphonoacetaldehyde to (S)-2-/nhydroxypropylphosphonic acid (S-HPP) via an anionic methyl attack, which also reduces the aldehyde to an alcohol.
ARO:3000501	rpoB2	Due to gene duplication, the genomes of Nocardia species include both rifampin-sensitive beta-subunit of RNA polymerase (rpoB) and rifampin-resistant beta-subunit of RNA polymerase (rpoB2) genes, with ~88% similarity between the two gene products. Expression of the rpoB2 variant results in replacement of rifampin sensitivity with rifampin resistance.
ARO:3000502	AcrF	AcrF is a inner membrane transporter, similar to AcrB.
ARO:3000503	AcrEF-TolC	AcrEF-TolC is a tripartite multidrug efflux system similar to AcrAB-TolC and found in Gram-negative bacteria. AcrE is the membrane fusion protein, AcrF is the inner membrane transporter, and TolC is the outer membrane channel protein.
ARO:3000504	golS	GolS is a regulator activated by the presence of gold, and promotes the expression of the MdsABC efflux pump.
ARO:3000505	AR peptide	An AR peptide is a peptide sequence predicted to be unique to antibiotic resistance proteins under mass spectrometry analysis.  Peptide sequences are predicted from in silico trypsin digestion (cleaves C-terminal side of K or R but not if P is C-terminal to K or R; cysteines treated with nothing).  Fragments found in both resistance and non-resistance proteins are not tagged as AR peptides.  The reference non-resistance protein set is generated from all complete genome and plasmid sequences in CARD. The completeness of this reference in CARD is important for interpretation of AR peptide tagging. Fragments of less than 6 amino acids are not included.
ARO:3000506	MexR	MexR is the repressor of the MexRAB-OprM operon. Mutant forms of mexR result in up-regulation of efflux pump system MexAB-OprM.
ARO:3000507	rifampin-resistant RNA polymerase-binding protein	Proteins which have been experimentally shown to protect RNA-polymerase from rifampin inhibition.
ARO:3000508	gadX	GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.
ARO:3000510	Staphylococcus mupB conferring resistance to mupirocin	An alternative isoleucyl-tRNA synthetase conferring resistance to mupirocin.
ARO:3000515	evgSA	EvgSA is a two-component regulatory system that regulates MdtEF and EmrKY expression for multidrug resistance. EvgS is a sensor protein that phosphorylates the regulatory protein EvgA, though EvgA can be phosphorylated by other methods when it is overexpressed.
ARO:3000516	emrR	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.
ARO:3000517	rifaximin	Rifaximin is a semi-synthetic rifamycin used to treat traveller's diarrhea. Rifaximin inhibits RNA synthesis by binding to the beta subunit of bacterial RNA polymerase.
ARO:3000518	CRP	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.
ARO:3000519	antibiotic target modifying enzyme	Enzymes that confer resistance by modifying antibiotic targets.
ARO:3000520	isoniazid	Isoniazid is an organic compound that is the first-line anti tuberculosis medication in prevention and treatment. As a prodrug, it is activated by mycobacterial catalase-peroxidases such as M. tuberculosis KatG. Isoniazid inhibits mycolic acid synthesis, which prevents cell wall synthesis in mycobacteria.
ARO:3000521	Staphylococcus mupA conferring resistance to mupirocin	An alternative isoleucyl-tRNA synthetase conferring resistance to mupirocin.
ARO:3000522	ErmG	ErmG is a rRNA adenine N-6-methyltransferase that protects the ribosome from inactivation due to antibiotic binding.
ARO:3000524	cpxAR	CpxAR is a two-component regulatory system that involves a sensor kinase, CpxA, and the regulator CpxR. When the membrane envelope is stressed, CpxAR promotes acrD and mdtABC expression to confer multidrug resistance through efflux.
ARO:3000525	antibiotic A40926	A40926 is a glycopeptide antibiotic produced by Nonomuraea sp. ATCC 39727. It is precusor of the second-generation glycopeptide antibiotic dalbavancin.
ARO:3000526	cmeR	CmeR is a repressor for the CmeABC multidrug efflux pump, binding to the cmeABC promoter region.
ARO:3000527	polyamine antibiotic	Polyamine antibiotics are organic compounds having two or more primary amino groups.
ARO:3000528	chlortetracycline	Chlortetracycline was an early, first-generation tetracycline antibiotic developed in the 1940's. It inhibits bacterial protein synthesis by binding to the 30S subunit of bacterial ribosomes, preventing the aminoacyl-tRNA from binding to the ribosome.
ARO:3000529	determinant of mupirocin resistance	Enzymes, other proteins or other gene products shown clinically to confer resistance to mupirocin antibiotics. Mutations in ileS is shown to confer low-level mupirocin resistance, while high-level resistance is conferred by the presence of alternative isoleucyl-tRNA synthetases.
ARO:3000530	rifabutin	Rifabutin is a semisynthetic rifamycin used in tuberculosis therapy. It inhibits DNA-dependent RNA synthesis.
ARO:3000531	baeSR	BaeSR is a two component regulatory system for efflux proteins in Gram-negative bacteria. BaeR is a response regulator, while BaeS is a sensor kinase.
ARO:3000532	aminocoumarin biosynthesis	Biosynthesis of aminocoumarin antibiotics.
ARO:3000533	macA	MacA is a membrane fusion protein that forms an antibiotic efflux complex with MacB and TolC. macA corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.
ARO:3000534	rifapentine	Rifapentine is a semisynthetic rifamycin that inhibits DNA-dependent RNA synthesis. It is often used in the treatment of tuberculosis and leprosy.
ARO:3000535	macB	MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.
ARO:3000536	Streptomyces spheroides novobiocin biosynthetic gene cluster	Novobiocin is produced from biosynthetic clusters in Streptomyces spheroides and Streptomyces niveus.
ARO:3000545	MacAB-TolC	MacAB-TolC is an ABC efflux pump complex expressed in E. coli and Salmonella enterica. It confers resistance to macrolides, including erythromycin.
ARO:3000546	Streptomyces roseochromogenes subsp. oscitans clorobiocin biosynthetic gene cluster	Clorobiocin is produced by a biosynthetic cluster in Streptomyces roseochromogenes.
ARO:3000547	arlRS	ArlRS is a two-component regulatory system for NorA. ArlS phosphorylates ArlR to promote NorA expression.
ARO:3000548	Streptomyces rishiriensis strain DSM 40489 coumermycin A1 biosynthetic gene cluster	Coumermycin A1 is produced by a biosynthetic cluster in Streptomyces rishiriensis.
ARO:3000549	adeS	AdeS is a sensor kinase in the AdeRS regulatory system of AdeABC. It is essential for AdeABC expression.
ARO:3000550	aztreonam	Aztreonam was the first monobactam discovered, and is greatly effective against Gram-negative bacteria while inactive against Gram-positive bacteria. Artreonam is a poor substrate for beta-lactamases, and may even act as an inhibitor. In Gram-negative bacteria, Aztreonam interferes with filamentation, inhibiting cell division and leading to cell death.
